Respuesta;Enviado el:;Institución;Departamento;Curso;Grupo;ID;Nombre completo;Nombre de usuario;Q00_Group;Q00_equipment->We had sufficient amount of small lab equipment (e.g. pippettes, cuvettes,...);Q00_equipment->Access to general instruments/equipment (e.g. PCR, laminar flow hoods)  was limiting;Q00_equipment->Lab equipment was well mantained/modern;Q01_Length and schedule->The course is too long;Q01_Length and schedule->The period allocated for the course within the term is appropriate;Q01_Length and schedule->On average, the number of hours per day is sufficient;Q02_General methodology->student engagement;Q02_General methodology->course interest;Q02_General methodology->course usefulness;Q02_General methodology->demand on student's part;Q02_General methodology->course difficulty;Q03_method_objectives->State a hypothesis;Q03_method_objectives->Design an experimental strategy to answer specific biological questions;Q03_method_objectives->Identify cost-effective (time and money-wise) practical techniques to answer a given question;Q03_method_objectives->Write an experimental protocol including all relevant controls;Q03_method_objectives->Execute an experimental protocol;Q03_method_objectives->Record, analyze and interpret experimental results;Q03_method_objectives->Integrate information from other researchers and discuss your results within a larger context;Q03_method_objectives->Follow lab safety rules;Q03_method_objectives->Ability to work in a team;Q04_Activities interest->Introductory lecture (day 1);Q04_Activities interest->Stats Intro (day 2);Q04_Activities interest->Initial brainstorming session (day 2);Q04_Activities interest->Group meetings (experiment planning and design);Q04_Activities interest->Team feed-back session (propossal design);Q04_Activities interest->Final group discussion session (day before the last);Q04_Activities interest->Final class discussion session (last day);Q05_activities length->Introductory lecture (day 1);Q05_activities length->Stats Intro (day 2);Q05_activities length->Initial brainstorming session (day 2);Q05_activities length->Group meetings (experiment planning and design);Q05_activities length->Team feed-back sessions;Q05_activities length->Final group discussion session (day before the last);Q05_activities length->Final class discussion session (last day);Q06_Assessment Items 1->Safety and clean-up weekly evaluation;Q06_Assessment Items 1->Individual lab notebook evaluation (design);Q06_Assessment Items 1->Group lab notebook evaluation (design);Q06_Assessment Items 1->Group lab notebook evaluation (results);Q06_Assessment Items 1->Peer-evaluation (Team);Q06_Assessment Items 1->Final exam;Q07_Learning Objectives->State a hypothesis;Q07_Learning Objectives->Design an experimental strategy to answer specific biological questions;Q07_Learning Objectives->Identify cost-effective (time and money-wise) practical techniques to answer a given question;Q07_Learning Objectives->Write an experimental protocol including all relevant controls;Q07_Learning Objectives->Execute an experimental protocol;Q07_Learning Objectives->Record, analyze and interpret experimental results;Q07_Learning Objectives->Integrate information from other researchers and discuss your results within a larger context;Q07_Learning Objectives->Follow lab safety rules;Q07_Learning Objectives->Ability to work in a team;Q08_Best;Q09_Worst;Q10_final_Open;Q11_On the Electronic Note Book->-I knew OneNote before the course.;Q11_On the Electronic Note Book->-I find OneNote a useful app for the elaboration of the course Notebook.;Q11_On the Electronic Note Book->-I think we had enough previous information about the use of OneNote for the course laboratory notebook.;Q11_On the Electronic Note Book->-I would prefer other applications like Evernote, Google Docs, or MS Word.;Q11_On the Electronic Note Book->-The structure of the Notebook in Sections, Pages, and Subpages was easy to understand and use.;Q11_On the Electronic Note Book->-I would recommend to use OneNote for the ELN next year.;Q12_On the Electronic Note Book->-It overall allowed us to save time through the whole course.;Q12_On the Electronic Note Book->-It helped us in the preparation of the final version to be presented.;Q12_On the Electronic Note Book->-It made it easier working in groups.;Q12_On the Electronic Note Book->-It could be useful for other practical courses.;Q13_On the Electronic Note Book->-Synchronization issues hindered our team-working.;Q13_On the Electronic Note Book->-Conflicts of versions were very frequent.;Q13_On the Electronic Note Book->-Access to the ELN was slow.;Q13_On the Electronic Note Book->-We missed several word-processing features.;Q13_On the Electronic Note Book->-Some features of the application did not work properly.;Q14_On the Electronic Note Book->-The template helped us to prepare the final version of the notebook.;Q14_On the Electronic Note Book->-The structure of the template matches the evaluation rubric.;Q14_On the Electronic Note Book->-The structure of 4 independent notes helped to understand each step of the work in a research lab.;Q14_On the Electronic Note Book->-The word limit in some sections of the template is appropriate (1;Q14_On the Electronic Note Book->-We had to modify some sections of the template to suit our experimental work.;Q14_On the Electronic Note Book->-The template will facilitate an even evaluation.;Q14_On the Electronic Note Book->-The use of an ELN with OneNote in this course will help us in future laboratory work (TFG, TFM, etc.).;Q15_final_Open On the ELN;Q16_Project desing teams session;Q17
116651;21/12/2021 12:08:52;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo29;;2 : Metabolism;2;3;5;1;5;2;3;3;3;3;2;5;5;5;4;3;4;5;3;4;2;4;5;5;2;5;4;1;2;2;3;3;2;3;3;5;5;5;5;2;4;5;5;5;5;5;4;5;4;En esta asignatura se aprende a pensar por uno mismo. Sienpre se dan los protocolos planteados y pensados y se explica cómo ha de hacerse todo. Por una vez podemos plantearnos nosotros las preguntas y pensar en la manera de resolverlo. ;La información entre grupos es bastante distinta. ;Costó enfocar el diseño de los experimentos en un principio. No se conocía qué técnicas podían usarse ni los materiales con los que contábamos. De cara a otros años considero qeu debería explicarse en un priemr momento qué anticuerpos hay o qué oligonucleótudos podemos usar.;1;3;3;5;5;3;3;3;3;3;5;5;4;4;3;4;3;2;5;1;2;1;Es cierto que esta aplicación permite trabajar de manera entre distitnas personas pero el mayor inconveniente que le veo es que no permite usarse de manera simutánea. Muchas veces queríamos trabajar en distitnas secciones de una misma sección del cuardeno y esto no sobligaba a tener que redactarlo en un documento Word separado y luego juntarlo. Muchos grupos han usado Drive para poder trabajar simultáneamente y evitar este inconveniente de OneNote. ;Ayuda a contrastar nuestras ideas con otros grupos e integrar e integrar la información de otras ramas distintas. ;Esta sesión se enfocó más a plantear hipótesis correctamente. Pudo verse que cada persona plantea la hipótesis de una manera y costó bastante llegar a un punto en común.
116689;21/12/2021 12:10:29;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo30;;3 : Transcription;2;2;2;2;5;5;3;3;3;3;2;4;5;5;5;3;3;5;3;5;3;3;5;5;4;5;5;1;1;1;2;2;2;3;3;-1;4;4;4;1;3;5;5;5;4;4;5;5;5;Hemos dispuesto de gran ayuda por parte de becarios y profesores para resolver nuestras dudas.;Lo haría más largo para poder realizar más variedad de experimentos ya que la parte práctica es una parte fundamental de nuestra carrera.;Se podría realizar una pequeña introducción de los modelos y de como se tiene que trabajar con ellos previamente a la elección del grupo.;1;5;5;5;3;5;5;5;5;5;4;3;1;2;1;3;3;5;3;5;4;5;Pros te permite ver lo que hacen otros grupos. Cons procesa mal lo que escribes si escribimos varios del grupo a la vez;;
116656;21/12/2021 12:01:21;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo31;;1 : Biochemistry;3;4;3;3;4;4;3;2;3;3;3;5;5;3;5;5;3;3;3;3;4;1;1;5;5;5;4;2;1;1;3;3;2;2;3;4;4;4;2;1;3;3;2;4;4;4;2;4;3;Los ayudantes han sido de gran utilidad.Se aprende más que en el formato tradicional.Te enseña más la realidad de trabajar en un laboratorio y ayuda para trabajos futuros.  ;Creo que son necesarias más sesiones de seguimiento con los tutores durante las semanas de experimentación.  Al principio hay poco acompañamiento.  ;Los ayudantes de prácticas ayudan mucho  ;1;1;3;5;3;1;1;2;2;1;1;2;2;2;1;1;1;3;3;3;2;1;;;
116698;21/12/2021 12:12:57;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo32;;5 : Flies;3;3;4;1;5;2;3;3;3;2;2;5;5;3;5;5;5;5;4;5;5;3;5;5;1;5;5;2;2;3;3;1;3;3;-1;4;4;4;4;1;3;4;2;4;4;4;4;2;5;- El planteamiento de las prácticas, en la que no nos daban todo hecho como en años anteriores, lo que permite que aprendamos de verdad, cometiendo nuestros propios errores y desarrollando una idea planteada por nosotros mismos (la libertad se agradece bastante).- El ambiente en el laboratorio y el trabajo en equipo.- El haber podido familiarizarnos con las técnicas de los laboratorios.;"El ""coloquio distendido"" de la primera semana. Este día se centró en cómo plantear hipótesis desde el punto de vista de una sola persona, cuando, se nos había comentado que iba a ser una puesta en común de los experimentos que se iban a realizar en cada grupo. Además, no se trató de una crítica constructiva, sino que las formas en las que se comentaron los fallos no fueron las más adecuadas.";Los aspectos positivos en relación con la asignatura superan ampliamente a los negativos. Me ha parecido muy útil y muy bien planteada,;1;4;5;3;2;4;4;4;4;4;3;4;2;2;3;3;4;2;2;5;4;3;Pros: mejor tener un guion, pero que se pueda modificar de acuerdo a los requerimientos del proyecto. en nuestro caso, por ejemplo, hemos fusionado protocolos con materiales y, encima de cada descripción de los experimentos, incluíamos los materiales y equipamiento utilizado.;- Poder aprender de lo realizado por otros grupos.;
116687;21/12/2021 12:11:22;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo33;;2 : Metabolism;3;3;3;1;4;3;3;3;3;3;3;5;4;3;5;2;3;4;2;3;3;3;4;5;2;4;3;2;3;2;3;1;3;2;3;1;4;4;-1;-1;3;4;3;5;4;4;4;5;5;Permite adquirir mayor autonomía y entendimiento de lo que se está haciendo en cada momento.  Aporta un trato más cercano con profesores y ayudantes, y se aprende mucho de ellos.;A veces se echa en falta algo más de supervisión y de orientación, sobre todo al seguir protocolos que no hemos seguido nunca.  ;;1;3;3;4;4;3;4;2;3;3;2;3;1;4;2;3;3;3;2;3;4;4;Pros: Permite trabajar bien en grupos y repartirse las tareas.Cons: No es fácil pasar el cuaderno a pdf.;Conocer qué van a hacer los otros grupos y cómo van a enfocar sus experimentos.;
116685;21/12/2021 12:05:31;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo34;;1 : Biochemistry;4;4;4;2;4;5;3;3;3;3;3;5;5;5;5;5;3;5;5;5;1;2;5;4;3;5;5;1;1;2;2;2;2;2;3;1;3;2;3;3;4;4;3;3;4;4;3;4;4;;;;4;2;2;5;3;2;4;1;4;2;3;1;1;2;4;1;3;5;3;1;3;1;;;
116673;21/12/2021 12:09:04;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo35;;4 : Yeast;3;3;4;2;5;3;3;3;3;3;3;4;4;3;3;4;4;3;3;4;2;4;2;3;3;2;4;1;2;2;1;1;1;2;-1;4;4;4;3;-1;5;4;5;4;5;4;4;4;4;Es una forma más realista de hacer prácticas.  Tener mayor libertad en el laboratorio;El puente no permitió hacer los experimentos bienMucho tiempo en reuniones de grupoPoca organización respecto a la presentación final (no se supo el tiempo de la presentación hasta la tarde de antes)Poca organización para la sesión de discusión de hipótesis (cada profesor interpretó las instrucciones de una manera);Para el año que viene especificar si se quiere una pregunta general o específica.  Dar más información sobre las ramas principales el primer día, porque no quedaron claras.  ;5;3;2;5;3;2;3;4;5;3;5;5;4;5;4;4;3;3;3;5;3;2;Pros: permite trabajar todo los integrantes del grupo a la vez.  Contra: si se trabaja en la misma hoja aparecen cambios conflictivos todo el rato. No se pueden recuperar notas perdidas. Se mueven las hojas a otros cuadernos.  ;;Invertimos demasiado tiempo que podría haberse reducido fácilmente.  Es un caos intentar hacer los cuatro grupos a la vez.  Rechazo de muchas ideas sin dar razones.  Se podría intentar conseguir el KO para Scp1.
116648;21/12/2021 12:01:43;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo36;;1 : Biochemistry;4;4;3;2;4;4;3;3;3;2;2;5;5;5;4;5;3;4;3;3;4;4;4;5;5;5;5;2;2;2;3;3;3;2;5;4;3;5;-1;2;3;3;3;4;3;5;4;4;5;Me gusta mucho el modelo porque nos acerca más a lo que es la realidad dentro de un laboratorio.  ;Sin embargo, algunas veces eché de menos algo de apoyo por parte del profesorado en cuanto a la revisión de los protocolos o del diseño experimental. Porque aunque es verdad quera era nuestro trabajo, era la primera vez que realizábamos un protocolo. Como no hubo una gran revisión del protocolo, hubo algún fallo que luego ya nos dimos cuenta una vez realizados los experimentos. Es decir, que me gustaría que se enfatizara en realizar los protocolos y entender muy bien todas las partes del experimento antes de empezar a realizarlo, para no cometer fallos debido a copiar el protocolo de la lista de protocolos o a no entender algún proceso.  ;;1;3;4;1;5;4;2;2;5;4;3;2;2;1;3;4;4;5;3;2;4;2;;Al principio he de reconocer que me parecieron unas sesiones poco atractivas, pero ahora que lo veo con perspectiva las considero vitales para entender bien la base de cada experimento y no cometer errores en el diseño.;Me pareció que fue un poco desorganizado. Es decir, al principio tuve la impresión de que se trataba de decir que había libertad total de realización de experimentos cuando a la hora de la verdad no era así. No si que tuviéramos poca libertad, pero igual estaría bien aclarar sobre posibles experimentos que podíamos trabajar al principio o algo que ayude a los alumnos a ubicarse un poco. Eso sí, me gustó mucho la sensación inicial de libertad de poder escoger estudiar la parte de la vía que quisiéramos y de la forma que quisiéramos. Quizás por eso luego cunado proponíamos ideas y veíamos que no se podían llevar a cabo pues fue un poco desilusionante. Aunque luego, una vez empiezas lo que es el experimento, se le coge cariño de nuevo. También me gustaría un control más exhaustivo del profesorado sobre los alumnos en esta parte porque un error en el diseño luego puede lastrar el experimento.  
116666;21/12/2021 12:06:01;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo37;;3 : Transcription;2;2;3;1;4;4;3;3;3;3;2;5;5;5;5;3;3;4;3;4;3;1;4;4;2;2;2;2;1;2;1;1;2;2;3;-1;-1;4;3;2;4;4;3;4;4;4;3;3;3;El hecho de poder diseñar nosotros los experimentos a realizar para poder responder a la pregunta general;El tiempo que empleamos en diseñar todos los experimentos ya que tuvimos muchos tiempos muertos;;5;3;3;5;2;1;4;3;4;3;4;3;1;4;4;4;4;4;4;4;4;3;;Pudimos plantear todo lo que íbamos a hacer las semanas siguientes de forma tranquila y por pasos.  ;Hubo muchos tiempos muertos en los que no teníamos nada que hacer.  
116654;21/12/2021 12:05:14;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo38;;5 : Flies;4;2;5;1;4;3;3;3;3;2;2;5;5;4;4;3;4;5;3;3;4;1;5;5;1;3;5;2;1;2;3;1;1;2;-1;-1;4;4;-1;1;4;3;4;2;5;4;5;5;5;Es la primera vez que trabajamos realmente como lo haríamos en un laboratorio por nuestra cuenta. También es la primera vez que nos centramos en la parte de plantear preguntas e hipótesis. Me ha parecido muy positiva la aproximación de nuestro grupo de trabajar todos de cara a un mismo objetivo, repartiéndonos las tareas y poniendo en común todo lo que vamos haciendo.;Nos ha faltado tiempo para acabar todo lo que queríamos hacer, pero a lo mejor es porque fuimos demasiado ambiciosos. El examen final me parece innecesario y que no sirve para evaluar lo que hemos aprendido en las prácticas.;Nada más.;1;4;4;5;5;3;5;3;5;3;5;5;3;5;2;1;1;3;3;5;1;4;Los principales incovenientes de OneNote son la lentitud de la sincronización en ocasiones, la aparición de versiones conflictivas y sobre todo que faltan muchas funciones presentes en Word, Excel, etc.;El diseño de la presentación nos permitió aclararnos con el procedimiento y dejarlo todo preparado. El planteamiento de la sesión era interesante en el sentido de que era la primera vez que reflexionábamos sobre cómo se plantean hipótesis, pero después tampoco fue muy útil.;La sesión se centró demasiado en aspectos muy concretos (gramaticales e incluso epistemológicos) sobre las hipótesis y preguntas, hasta el punto de perder el hilo sobre lo que iban a hacer los demás grupos. Parece imprescindible tener un día en el que los diferentes grupos pongamos en común lo que vamos a hacer, pero la sesión debería limitarse a exponer las presentaciones y preguntar cosas que no hayan quedado claras, o replantearse completamente.
116678;21/12/2021 12:08:15;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo39;;4 : Yeast;3;3;3;2;3;4;2;3;3;3;2;5;4;4;4;3;5;4;3;5;3;3;4;4;5;5;5;1;2;2;3;2;2;3;5;5;5;5;5;-1;4;4;3;4;3;4;3;3;5;Permite distribuir de una forma más eficiente las tareas del laboratorio y trabajar mejor en equipo. También ayuda a ser más independiente el laboratorio y realizar técnicas que no habíamos utilizado antes.;Demasiado tiempo de teoría al inicio de las prácticas que se podría realizar en menos tiempo. Charlas de teoría en mitad de los días de laboratorio, que impedía el curso fluido de los experimentos.;una breve charla para utilizar One Note.;1;2;4;3;2;3;3;4;4;3;4;4;3;3;2;4;4;3;3;3;4;3;Contras: Deberían activar la función de papelera por si hay algún problema y se borra una nota, poder recuperarla.Pros: Permite trabajar a todo el grupo a la vez sin dar demasiados problemas.;Permite aprender a diseñar un experimento desde cero, partiendo de una hipótesis planteada por nosotros mismos.;Invertimos demasiado tiempo pensándolo, que podríamos haberlo invertido en otras tareas.
116679;21/12/2021 12:10:52;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo40;;2 : Metabolism;4;3;3;1;4;3;3;3;3;3;3;5;4;3;5;2;3;4;2;3;3;3;4;5;2;4;3;2;3;2;3;1;3;2;3;1;4;4;-1;-1;3;4;4;5;4;4;4;5;5;Me ha parecido muy positiva la implicación de tantos profesores y ayudantes. Además, creo que es muy importante aprender a formular hipótesis, diseñar y ejecutar experimentos ,así como, interpretar y discutir los resultados obtenidos. Me parecen muy positivas estas prácticas en este sentido, porque en otras ocasiones muchas veces nos limitamos a seguir un protocolo y no a diseñar los experimentos desde el principio.  ;Igual sería necesario hacer reuniones más frecuentes dentro del mismo grupo de investigación.  ;;5;3;2;4;5;3;4;1;4;3;2;2;4;4;2;3;3;3;2;4;4;5;"Pros: Permite trabajar en grupo. Me ha gustado utilizar otras ""aplicaciones"" nuevas que no conocía.  Cons: Quizá hay algunas secciones un poco repetitivas (ej. procedimiento y lab record).  Problemas al pasar el documento a pdf.  Ha habido algún problema de sincronización.  ";Aprender qué experimentos van a hacer otros grupos.  ;
116683;21/12/2021 12:03:28;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo41;;1 : Biochemistry;3;4;3;2;4;4;3;3;3;3;2;5;5;3;4;4;4;5;5;5;2;5;4;5;5;5;5;3;3;2;2;2;2;2;4;-1;5;5;5;3;4;4;5;5;5;4;4;5;5;Las personas voluntarias y los profesores que nos han ayudado en nuestros experimentos aprendiendo mucho más sobre como es trabajar en laboratorios.;Los primeros días estábamos un poco perdidos sin saber como abordar estas prácticas.;;1;4;4;2;5;5;3;3;3;3;2;2;2;1;1;4;4;4;3;3;3;4;;;
116660;21/12/2021 12:07:40;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo42;;2 : Metabolism;2;4;4;1;5;3;2;2;2;3;3;5;5;4;4;3;3;4;3;3;4;4;4;4;2;4;3;2;3;2;2;2;2;3;4;3;5;5;-1;2;2;3;2;4;4;3;4;3;5;Trabajar en equipo.  Desarrollas nuevas habilidades (tienes que pensar tú qué es lo que quieres hacer y lo más importante, cómo. Es un método que implica mucha iniciativa y compromiso.  ;Puedes sentirte perdido en muchas ocasiones, muchas veces se extienden mucho las horas de trabajo de las propuestas para cada día, falta información sobre donde eliminar cada residuo.  ;;1;4;1;1;2;5;4;4;3;4;4;4;1;2;2;3;2;3;4;2;2;4;El template resulta redundante, hay que repetir las cosas en muchas secciones. Además, hay muchas secciones que se podría unir. Por ejemplo, los resultados y la discusión de los mismos quizás podrían ir en un mismo apartado.  En cuanto a las ventajas, es una herramienta muy útil para trabajar en equipo, es un lugar de trabajo común al que todos debemos recurrir y facilita el trabajo de cara a que cada vez que tienes que anotar algo lo puedes hacer ahí y después, cuando necesitar saber algo para el trabajo final, sabes que tendrás toda la información necesaria en un mismo sitio. Además, da seguridad frente a usar otras aplicaciones en internet que no estén configuradas con la universidad y el correo institucional.  ;;
116658;21/12/2021 12:08:41;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo43;;2 : Metabolism;2;4;4;2;4;4;3;3;3;3;2;5;5;4;5;3;3;4;4;5;2;5;4;4;4;5;5;1;2;2;2;3;2;2;3;4;4;4;4;3;3;4;4;4;4;4;3;4;4;1. The ability to design your own experiments  2. Getting feedback on your protocol/results in real time  3. being able to work autonomously and explore different technics;1. OneNote, we were unable to works as a group at the same time, there could be only one person writing at a time  2. It would have been better to have more indications about how to properly write the lab report;There should have been a small introduction to the materials (antibodies, technics) we had available to work with before preparing the experimental designe.  ;1;1;3;5;3;1;1;2;1;1;5;5;3;5;5;4;3;4;2;5;3;4;It doesn't properly show the distribution of work that was done by each member (for example, just by adding a word it will show that the entire paragraph was written/edited by 1 person).  The flaws in the synchronization didn't allow us to to work in the speed we would have wanted.;It helps to put some of the aspects of the project in perspective when seeing other people's opinions    ;
116647;21/12/2021 11:55:33;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo44;;2 : Metabolism;2;3;2;1;2;4;3;3;3;3;3;4;4;5;5;3;3;5;3;5;4;4;4;5;3;3;3;1;3;2;2;2;1;1;4;5;5;5;3;2;4;4;4;4;5;4;4;5;5;;;;4;3;2;4;3;4;5;3;4;4;5;2;2;5;4;3;3;4;4;5;4;4;;;
116690;21/12/2021 12:10:02;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo45;;4 : Yeast;1;2;4;1;5;4;3;3;3;3;3;1;1;2;1;1;3;3;3;2;1;2;4;4;3;4;4;1;1;2;2;1;2;2;4;3;4;4;2;-1;3;3;4;4;4;4;2;3;5;Aprendimos a plantearnos una pregunta y generar una hipótesis. Nos hemos familiarizado mucho más con el laboratorio ya que tuvimos mayor libertad para poder trabajar como quisimos.  ;Apenas había hueco para poder trabajar bien, ya que estamos 4 personas por mesa. Muy poco material (mecheros, pipetas, rotuladores, etc.).  Poder tener mas tiempo y mas información a la hora de elegir el grupo donde hacer las prácticas, ya que con los títulos no sabes a que te vas a dedicar en las próximas semanas. Dar una explicación más detallada.  ;;1;4;3;4;5;3;3;1;5;5;5;2;4;5;5;3;2;3;3;2;2;3;;;
116672;21/12/2021 12:08:43;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo46;;4 : Yeast;4;4;3;1;4;3;3;3;3;3;2;5;5;4;5;5;3;4;3;4;2;4;2;3;2;2;4;1;2;2;2;2;2;2;3;4;4;4;4;-1;5;4;4;5;5;4;4;4;4;- Es una forma práctica de aplicar los conocimientos aprendidos en las clases de teoría.  - Permite trabajar en equipo.  - Permite conocer los detalles de los procedimientos y el diseño de controles, que no se suele explicar en clase.  ;- Mucho tiempo gastado en reuniones de grupo.  - Invertimos demasiado tiempo en obtener la pregunta general y la hipótesis.;Informar más acerca de cada una de las ramas de investigación antes de hacer la elección y dar dar más tiempo para elegir.  ;4;3;3;4;3;3;3;4;4;4;5;5;3;3;4;4;3;4;3;4;3;4;Contra: Las imágenes y los cuadros de texto aparecen en diferentes posiciones para cada miembro del grupo.  Contra: No salen los cambios cuando hay varios trabajando.  Pro: Permite el trabajo en equipo.  Contra: Se mueven las hojas a las secciones de otros grupos.  ;Es útil pensar bien en el experimento que vamos a hacer y discutirlo entre todos en esta sesión antes de empezar a hacer las prácticas.  ;Invertimos demasiado tiempo y rechazamos muchas ideas sin explicaciones claras.  
116652;21/12/2021 12:03:23;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo47;;3 : Transcription;3;2;2;1;2;4;3;3;3;3;2;5;5;4;4;2;4;4;3;4;5;4;5;4;1;5;3;2;2;2;2;1;2;1;-1;4;4;4;4;2;4;5;3;5;4;4;3;4;4;Las prácticas permiten un entorno mucho más parecido a un laboratorio real. Al poder repetir experimentos y modificar las condiciones para los experimentos que no han salido, se puede obtener un conocimiento mucho mayor al que se obtendría en unas practicas convencionales.Tener un experimento de diseño propio también ayuda a sentirse más involucrado y a trabajar más duro para que salgan resultados.;Depende enormemente de los profesores que lleven cada grupo, tanto en horas y carga de trabajo, como en libertad a la hora de diseñar los experimentos.;;3;5;5;1;4;5;5;5;5;5;4;2;2;3;2;4;3;4;4;5;3;5;Pros:Permite acceder desde varios ordenadores a la misma información.Se puede consultar la información entre todos los grupos.Permite que todos los miembros trabajemos sobre el mismo documentoCons:A veces la sincronización puede tardar un dia en llegar a todos los miembros del grupo.Las tablas no permiten un buen formato de las mismas.;Pudimos diseñar nuestros experimentos con libertad, y los profesores nos ayudaron a añadir los controles adecuados, a usar las herramientas bioinformáticas que necesitábamos y resolvieron las dudas que tuvimos.;El primer día se nos pidió demasiado rápido que propusiéramos ideas para los experimentos. Sería recomendable dejar un día primero para discutir entre los miembros del grupo antes de compartir las hipótesis con el resto del bloque.
116696;21/12/2021 12:12:51;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo48;;5 : Flies;3;3;4;1;5;2;3;3;3;2;2;5;5;3;5;5;5;5;4;5;5;3;5;5;1;5;5;2;2;2;2;1;3;3;-1;4;-1;-1;4;1;3;4;4;4;4;4;4;3;5;Este curso nos ha permitido ganar confianza y tener una mayor seguridad en un ambiente de laboratorio, además de ayudarnos a adquirir habilidades que no habíamos adquirido antes (plantearnos un objetivo y diseñar un procedimiento experimental para conseguirlo). Creo que, en solo un mes, hemos conseguido aprender más acerca del trabajo en un laboratorio que en los dos años de carrera.  ;El principal problema que he visto a lo largo de estas prácticas es la sesión conjunta que se realizó la primer semana, en la que, en lugar de haber una discusión general entre los alumnos, hubo más bien una crítica hacia diferentes aspectos que no se habían trabajado suficiente a lo largo de la carrera: plantear una hipótesis, pregunta general... Pienso que la forma de transmitir las críticas no fue la más adecuada, no se percibieron como críticas constructivas.  ;Creo que esta asignatura está muy bien planteada, y permite una gran oportunidad de aprendizaje.  ;1;4;4;4;4;4;4;4;4;4;2;4;1;4;1;2;4;3;3;5;4;3;Pros:- Permite una mejor organización, al haber diferentes secciones y páginas.- Permite a varias personas trabajar sobre un mismo documento.- Permite visualizar los nuevos comentarios.  Contras:  - Problemas de sincronización.  - Conflictos de versiones.  ;Poner en común los experimentos y resultados obtenidos a lo largo de estas semanas.  ;
116663;21/12/2021 12:10:16;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo49;;3 : Transcription;1;3;2;2;4;4;3;3;3;3;3;5;5;4;4;3;3;5;2;3;5;3;4;4;3;4;3;2;2;3;2;2;3;2;-1;5;4;4;3;1;4;5;3;4;4;4;4;2;2;Disponer de mayor libertad e independencia a la hora de llevar a cabo los experimentos.Aproximarnos a una experiencia más realista del trabajo en un laboratorio de investigación.;Recibir poco feedback por parte de los profesores a lo largo del desarrollo de las prácticas.No poder elegir los compañeros de trabajo;;1;3;2;4;4;3;3;3;4;4;5;3;1;5;4;4;3;1;3;5;4;5;No es una aplicación adecuada para el empleo de tablas.  ;Nos permite conocer los proyectos llevados a cabo por el resto de compañeros e integrar los diversos conocimientos obtenidos sobre la misma ruta.;
116667;21/12/2021 12:04:33;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo50;;5 : Flies;3;2;3;2;2;2;3;3;3;3;3;3;4;4;5;5;5;4;3;4;2;3;4;4;2;4;3;1;2;2;3;1;2;2;3;5;5;5;4;1;4;5;3;3;4;4;4;3;5;- El planteamiento de la asignatura nos ha permitido ganar autonomía y confianza para desarrollar nuestro propio proyecto de investigación.  - Además, el trabajo en laboratorio que hemos realizado en el curso se asemeja más a lo que se realiza en un laboratorio en la vida real, por lo que nos permite un mayor acercamiento.  ;- Creo que ha sido demasiado corto, pues en mi opinión la parte práctica debería ser más larga y consistente que la teórica.  - A veces ha llegado a ser agobiante por la falta de tiempo.  ;Creo que es un curso que debería ser más largo, ya que al ser práctico y todo el proyecto desarrollado por nosotros se aprende bastante más que en las clases de teoría.  ;4;4;3;2;4;4;3;2;4;4;4;2;4;3;2;-999;-999;-999;-999;-999;-999;-999;;;
