Respuesta;Enviado el:;Institución;Departamento;Curso;Grupo;ID;Nombre completo;Nombre de usuario;Q00_Group;Q01_equipment->We had sufficient amount of small lab equipment (e.g. pippettes, cuvettes,...);Q01_equipment->Access to general instruments/equipment (e.g. PCR, laminar flow hoods)  was limiting;Q01_equipment->Lab equipment was well mantained/modern;Q02_Length and schedule->The course is too long;Q02_Length and schedule->The period allocated for the course within the term is appropriate;Q02_Length and schedule->On average, the number of hours per day is sufficient;Q03_General methodology->student engagement;Q03_General methodology->course interest;Q03_General methodology->course usefulness;Q03_General methodology->demand on student's part;Q03_General methodology->course difficulty;Q04_method_objectives->State a hypothesis;Q04_method_objectives->Design an experimental strategy to answer specific biological questions;Q04_method_objectives->Identify cost-effective (time and money-wise) practical techniques to answer a given question;Q04_method_objectives->Write an experimental protocol including all relevant controls;Q04_method_objectives->Execute an experimental protocol;Q04_method_objectives->Record, analyze and interpret experimental results;Q04_method_objectives->Integrate information from other researchers and discuss your results within a larger context;Q04_method_objectives->Follow lab safety rules;Q04_method_objectives->Ability to work in a team;Q05_Activities interest->Introductory lecture (day 1);Q05_Activities interest->Stats Intro (day 2);Q05_Activities interest->Initial brainstorming session (day 2);Q05_Activities interest->Group meetings (experiment planning and design);Q05_Activities interest->Team feed-back sessions;Q05_Activities interest->Final group discussion session (day before the last);Q05_Activities interest->Final class discussion session (last day);Q06_activities length->Introductory lecture (day 1);Q06_activities length->Stats Intro (day 2);Q06_activities length->Initial brainstorming session (day 2);Q06_activities length->Group meetings (experiment planning and design);Q06_activities length->Team feed-back sessions;Q06_activities length->Final group discussion session (day before the last);Q06_activities length->Final class discussion session (last day);Q07_Assessment Items 1->Safety and clean-up weekly evaluation;Q07_Assessment Items 1->Individual lab notebook evaluation (design);Q07_Assessment Items 1->Group lab notebook evaluation (design);Q07_Assessment Items 1->Group lab notebook evaluation (results);Q07_Assessment Items 1->Peer-evaluation (Team);Q07_Assessment Items 1->Final exam;Q08_Learning Objectives->State a hypothesis;Q08_Learning Objectives->Design an experimental strategy to answer specific biological questions;Q08_Learning Objectives->Identify cost-effective (time and money-wise) practical techniques to answer a given question;Q08_Learning Objectives->Write an experimental protocol including all relevant controls;Q08_Learning Objectives->Execute an experimental protocol;Q08_Learning Objectives->Record, analyze and interpret experimental results;Q08_Learning Objectives->Integrate information from other researchers and discuss your results within a larger context;Q08_Learning Objectives->Follow lab safety rules;Q08_Learning Objectives->Ability to work in a team;Q09_Best;Q10_Worst;Q11_final_Open;Q12_On the Electronic Note Book->-I knew OneNote before the course.;Q12_On the Electronic Note Book->-I find OneNote a useful app for the elaboration of the course Notebook.;Q12_On the Electronic Note Book->-I think we had enough previous information about the use of OneNote for the course laboratory notebook.;Q12_On the Electronic Note Book->-I would prefer other applications like Evernote, Google Docs, or MS Word.;Q12_On the Electronic Note Book->-The structure of the Notebook in Sections, Pages, and Subpages was easy to understand and use.;Q12_On the Electronic Note Book->-I would recommend to use OneNote for the ELN next year.;Q13_On the Electronic Note Book->-It overall allowed us to save time through the whole course.;Q13_On the Electronic Note Book->-It helped us in the preparation of the final version to be presented.;Q13_On the Electronic Note Book->-It made it easier working in groups.;Q13_On the Electronic Note Book->-It could be useful for other practical courses.;Q14_On the Electronic Note Book->-Synchronization issues hindered our team-working.;Q14_On the Electronic Note Book->-Conflicts of versions were very frequent.;Q14_On the Electronic Note Book->-Access to the ELN was slow.;Q14_On the Electronic Note Book->-We missed several word-processing features.;Q14_On the Electronic Note Book->-Some features of the application did not work properly.;Q15_On the Electronic Note Book->-The template helped us to prepare the final version of the notebook.;Q15_On the Electronic Note Book->-The structure of the template matches the evaluation rubric.;Q15_On the Electronic Note Book->-The structure of 4 independent notes helped to understand each step of the work in a research lab.;Q15_On the Electronic Note Book->-The word limit in some sections of the template is appropriate (1;Q15_On the Electronic Note Book->-We had to modify some sections of the template to suit our experimental work.;Q15_On the Electronic Note Book->-The template will facilitate an even evaluation.;Q15_On the Electronic Note Book->-The use of an ELN with OneNote in this course will help us in future laboratory work (TFG, TFM, etc.).;Q16_final_Open On the ELN
65870;20/12/2019 12:19:49;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo33;;4 : Yeast;4;3;3;1;2;4;3;3;3;3;3;5;5;3;4;3;4;5;3;4;3;4;4;4;4;5;4;1;2;2;2;2;2;1;3;2;2;3;0;2;4;3;2;3;3;3;4;4;5;- Trabajo en equipo- Autonomía en el laboratorio- Aprender a tener iniciativa;- Tiempo- Protocolos deficientes que había que modificar perdiendo tiempo;;1;5;2;3;4;5;4;5;5;4;2;3;3;1;2;4;3;5;3;3;3;4;Pro: poder ver el trabajo del resto de grupos para aprender de nuestros compañeros.
65864;20/12/2019 12:12:38;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo34;;2 : Metabolism;4;1;5;1;5;4;3;3;3;3;3;4;5;5;5;4;5;5;5;5;5;5;4;4;4;5;5;2;2;3;2;2;3;3;5;5;5;5;4;2;3;3;3;4;5;4;2;5;5;La habilidad de trabajar tal y como haremos realmente en el futuro.;Pasar de un método totalmente guiado a, directamente, algo que estás haciendo solo. Al principio yo daría algo más guiado.;;2;4;3;1;5;5;5;4;5;5;4;4;3;3;3;5;5;5;4;1;5;5;Aún cuando muchas funcionaba mal, es verdad que el poder presentar los resultados directamente online, además de a diario y poder compartirlo con los compañeros, es mucho más útil y más adaptado a la vida real en la que vivimos ahora.  
65908;20/12/2019 12:31:34;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo35;;1 : Biochemistry;3;5;3;1;5;4;3;3;3;2;2;5;5;3;3;4;4;4;4;5;2;2;2;3;3;4;4;3;3;3;3;3;2;2;4;4;4;4;5;3;4;4;2;3;4;4;4;4;5;Autonomía a la hora de elegir experimento, y elaborar un diseño experimental para el mismo. Así como el trabajo en equipo con compañeros, ayuda a entender ciertos aspectos mejor, y el reflexionarnos en su conjunto. Hay asi mas aportacione sy nos enquiquecemos todos.;La duración no es la suficiente, asi como la disponibilidad de ciertos compuestos que nos impiden realizar controles necesarios para aportar credibilidad a los resultados.  ;Algunos de los becarios eran muy majos e intetaban ayudarnos siempre que se lo solicitásemos.;2;4;3;3;3;4;4;3;5;4;5;5;4;3;4;4;3;2;3;5;1;3;Ventajas: sincronización a tiempo real de manera que vemos el trabajo de todos y no hay manera de perder el trabajo ya que s eguarda en la red.Desventajas: se quedaba colgada la aplicacion en diversas ocasiones
65910;20/12/2019 12:32:17;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo36;;5 : Flies;3;5;4;1;4;1;3;3;3;3;3;5;5;3;3;3;5;5;2;5;3;3;5;5;5;5;5;1;2;2;3;3;3;3;4;5;5;5;5;3;4;3;2;3;4;4;4;3;4;"Este tipo de planteamiento a la hora de cursar una asignatura es muy útil y pienso que más efectivo que el tradicional. En el método tradicional las horas empleadas en el laboratorio se perciben como ""perdidas"", mientras que fuera del laboratorio se necesitan muchas horas tanto para realizar cuadernos como para entendder los procesos realizados anteriormente en el laboratorio. El método menos convencional implica que tengas que entender cada paso que realizas en el laboratorio y te obliga a tomar decisiones, lo que simula a la vida laboral.  ";Podría decir que el tiempo empleado para realizar los experimentos ha sido más del esperado/deseado, pero a la vez el deseo de querer seguir aprendiendo sobre el mismo hacía que no me importara quedarme más tiempo del pensado, dándome cuenta también del tiempo real que llevan las actividades en un laboratorio.;El papel de los ayudantes de prácticas me parece muy importante, ya que te guían en tus decisiones, aunque sigan siendo propias. Ayuda mucho su actitud y las ganas que tengan de que aprendas, porque aumentan las tuyas.  ;5;5;3;2;4;5;5;5;5;5;1;2;2;2;3;5;5;5;3;2;4;4;
65882;20/12/2019 12:24:54;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo37;;5 : Flies;4;3;3;1;4;2;3;3;3;3;2;5;5;5;5;5;5;5;2;5;4;4;5;5;5;5;5;1;2;3;3;3;2;2;4;4;5;5;5;0;3;5;3;4;5;5;5;2;5;Nos permitió conocer más de cerca las problemáticas del trabajo real en el laboratorio, debido a que no estábamos restringidos a un guión pre-elaborado. También aprendemos parte de organización real y diseño experimental desde 0.;;;1;4;1;3;4;5;5;5;5;5;4;4;5;1;3;4;4;4;1;4;3;4;Es un buen sistema para compartir documentos y mantener un diario de progreso, pero es un terrible editor de texto y complica mucho el compartir otro tipo de formatos.
65896;20/12/2019 12:29:19;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo38;;4 : Yeast;2;3;2;3;4;2;3;2;3;3;3;5;5;5;5;3;5;4;2;4;4;4;3;5;4;5;5;1;1;2;3;3;3;2;2;3;4;4;3;0;4;4;5;4;3;4;4;2;3;"Tras realizar todo el trabajo, independientemente de los resultados, me siento más satisfecho que con el método tradicional ya que desde el inicio hemos estado trabajando nosotros el experimento, ideando la hipótesis, diseñándolo, etc. Además este método es más ""real"", se ajusta más a la realidad en un laboratorio (ej, modificando el protocolo a medida que encontrábamos problemas, descartando técnicas debido al alto coste, optimizando el trabajo, organizando nuestros timelines...)";En muchas ocasiones los materiales no eran suficientes (ej, los oligos diseñados por nosotros nunca llegaron, teníamos que ir robando pipetas entre las distintas mesas, etc). Muchas veces los distintos profesores nos indicaban cosas contradictorias y no sabíamos cómo proceder ni a cuál de ellos hacerle más caso.  ;.;1;4;2;5;5;2;4;5;2;3;5;5;4;5;3;5;4;5;3;4;5;4;No podíamos escribir los distintos miembros del grupo a la vez (al contrario que en one drive donde sí se puede), ya que si lo hacíamos había conflictos y no se guardaban los cambios. En ocasiones, aunque estuviera yo solo trabajando en one note, no se guardaban lls cambios. Es difícil colocar las fotos (por ejemplo no puedes poner una al lado de otra) y luego al copiar el contenido de la nota a word las fotos no se copiaban, por lo que debía copiarlas una a una, lo cual consumía mucho tiempo.
65871;20/12/2019 12:19:58;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo39;;2 : Metabolism;2;3;1;3;4;4;3;2;3;2;3;4;3;3;5;1;5;4;3;3;4;3;4;4;4;3;3;3;2;2;2;2;1;1;4;5;5;4;5;3;3;4;2;5;4;4;4;4;4;Aprender a trabajar planteando te todo de cero, sin unos patrones impuestos hace que sea más sencillo no perderse a lo largo del experimento  ;Había pocos materiales para demasiados alumnos, a la hora de usar la cabina teníamos que esperar 4 horas sin hacer nada y la organización no era buena porque se volaban algunos grupos  ;.  ;2;2;1;5;4;3;1;3;4;3;4;5;4;4;4;3;4;4;3;3;3;3;A la hora de pasar el documento de one note a word o pdf tardamos mucho más de lo esperado, pues no se conservaban los formatos  
65873;20/12/2019 12:20:39;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo40;;3 : Transcription;4;4;4;1;4;5;3;3;3;3;3;5;5;4;5;5;5;5;5;5;5;4;5;5;5;5;4;2;2;3;2;2;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;Diseñar los experimentos y la libertad relativa que se da a los alumnos;La organización del cuaderno en One Note es un poco liosa;;1;4;3;3;1;4;4;4;4;4;4;3;3;3;4;4;3;1;3;4;3;4;
65914;20/12/2019 12:33:10;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo41;;4 : Yeast;3;3;3;2;2;2;3;3;3;3;3;4;5;5;5;5;5;5;3;5;3;3;3;4;4;4;4;2;2;3;2;3;3;3;4;2;4;4;4;3;3;3;4;4;4;4;3;3;3;Un poco más de autonomía en laboratorioAbordar un diseño experimental e intentar buscar soluciones a los problemas que nos surgen.  Interpretar datos experimentales erróneos.  Saber hacer cálculos necesarios para el protocolo que en el modelo tradicional nos los daban hechos.  ;El tiempo acordado para la asignatura puede resultar un poco corto teniendo en cuenta que los experimentos no se logran con éxito la primera vez que se realizan. El empleo de este año del one note, puede resultar un poco difícil pues si varias personas estaban escribiendo a la vez, algunos cambios no se guardaban.  ;Se debería tener mas información sobre los reactivos o anticuerpos usados en los experimentos para evitar que los experimentos no salgan correctamente.  ;1;3;2;4;3;3;3;3;4;4;4;4;3;4;3;3;3;3;3;3;4;4;Los cambios conflictivos provocaban que se borraran algunas cosas de nuestro trabajo.  
65876;20/12/2019 12:22:19;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo42;;5 : Flies;3;5;4;1;5;1;3;3;3;3;3;5;5;5;5;4;5;5;4;5;3;3;4;5;5;5;5;3;2;2;2;2;2;2;5;3;0;0;3;4;4;4;4;5;5;4;5;4;5;La posibilidad de ser autónomo en el laboratorio y aprender de los propios errores;La falta de tiempo para llevar a cabo el proyecto;;1;4;4;4;3;5;4;4;4;4;2;2;2;5;3;5;5;4;4;1;1;4;
65912;20/12/2019 12:32:36;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo43;;3 : Transcription;3;4;5;1;5;5;3;3;3;3;3;5;5;4;5;3;4;5;3;5;4;4;5;5;5;5;2;1;2;2;2;2;3;1;2;5;5;5;5;0;4;3;4;4;4;5;4;2;5;Ha sido buena idea realizar experimentos colaborativos entre el grupo principal, nos permite tocar más cosas a cada uno y tener réplicas de los experimentos.El trabajo por grupos de 3 es mucho mejor que el trabajo por parejas o en grupos de mayor tamaño, porque se pueden organizar los miembros de forma más sencilla y estar al tanto de lo que hacen el resto.La ayuda y atención recibida por nuestros profesores (Luis y Benilde) así como por los ayudantes (Laura, Sandra y Jesús) ha sido muy útil para resolver los problemas que nos han ido surgiendo. Se agradece mucho que haya gente supervisando y preocupándose por cómo llevamos los experimentos, tanto grupales como individuales.;Estaría bien tener más feedbacks como, por ejemplo, de forma semanal, y no solo poner en común lo que se ha hecho, porque puede ser que no hayamos entendido bien la distribución del cuaderno. También podría ser que arrastremos un fallo y no podamos saberlo hasta el final de las prácticas.Se debería reducir el número de experimentos, en torno a 2 o, como mucho, 3 de ellos.  Estaría bien tener en la clase de Estadística del segundo día, conceptos más específicos como, por ejemplo, cómo se realiza un análisis estadístico.;;1;4;2;2;3;4;4;3;4;4;3;2;1;2;2;4;4;3;3;2;4;4;Pros:Tener los contenidos online y sincronizados permite al resto de miembros ver cómo va la parte de cada uno, y permite estar al tanto y echar una mano a los compañeros del grupo de 3.Está bien que se puedan ver los cuadernos de los otros grupos para ver cómo van avanzando.Contras:Los cuadernos deberían poder protegerse, con el objetivo de evitar que el resto de grupos copien directamente de otros cuadernos.El tiempo que cada miembro participa editando el cuaderno debería tener un porcentaje en la nota final del cuaderno.
65884;20/12/2019 12:25:45;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo44;;4 : Yeast;4;3;3;1;5;4;3;3;3;3;3;5;5;3;4;3;3;5;2;5;3;3;4;3;3;4;3;2;2;1;1;2;2;2;4;3;3;3;4;0;3;4;4;3;4;3;3;3;5;"It made us feel confident working ""on our own"" in the lab and forced us to consider aspects of the experiment design process that we wouldn't have noticed in the traditional model";The teachers should reach a higher level of consensus before telling us what we can and cannot do, because most of the difficulties or confussion we faced during the course was caused by a lack of communication.;;3;4;4;3;4;3;2;2;4;4;5;4;2;4;4;4;3;3;3;4;3;3;
65927;20/12/2019 12:51:21;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo45;;5 : Flies;4;1;3;1;5;1;3;3;3;3;3;4;5;3;5;5;3;5;3;5;3;5;5;5;5;5;5;2;2;3;2;2;2;1;4;4;4;5;4;3;3;3;3;4;4;3;3;4;4;La posibilidad de dejar abierto el al alumno, obviamente guiandolo de la mejor manera, supone una brutal realidad de lo que es estar en un laboratorio. El esfuerzo que se aplica se multiplica y día a día se tienen las ganas de poner hacer las cosas mejor. Los conocimientos adquiridos, se quedan marcados por el nivel de compresión que creo que es mucho más alto.;Para poder realizar los experimentos a tiempo hubo repetidos días en los que el horario se iba más allá de lo que está en horario . Es comprensible, pero tantos días seguidos, llegan a ser muy intensos.  ;"Quizás estaria bien poder tener, por grupo, alguno de los ayudantes que están en laboratorio. Es decir, uno asignado porque al tener tanta tanta ""libertad"" se cometen muchos errores que son técnicos al no haber hecho nunca estos procesos. Quizás en tema de organización permitiros una mayor agilidad.";2;3;3;3;4;4;4;5;4;4;-998;-998;-998;-998;-998;4;4;3;4;2;4;3;Los cambios conflictivos continuos al estar los tres juntos en el Note
65919;20/12/2019 12:36:47;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo46;;1 : Biochemistry;3;4;4;2;5;4;3;3;3;3;2;5;5;5;5;1;5;5;1;5;3;2;5;5;5;5;2;2;2;2;3;3;3;3;0;3;3;4;3;1;5;5;4;4;4;5;5;3;5;Con estas prácticas experimentamos la realidad en un laboratorio, apreciamos las limitaciones y como manejarlas.  El trabajo en equipo es muy novedoso, mezclando a las personas, no como nosotros queramos.  El planteamiento de estas prácticas es genial.;La selección de las personas es pésima. No es adecuado que tengamos que eliminar a personas con las que no queramos estar, me parece sacar lo peor de la gente, buscar sus defectos. Sería mejor elegir con quienes creemos que podríamos trabajar mejor, por ejemplo, si en el grupo de metabolismo son 10 personas, 9 sin ti, tener que poner al menor 6 con los que podrías trabajar. Pero no poner con quien no directamente.  Debería haber un becario por trío, especializado en el caso de dicho grupo, para poder ayudar plenamente. Porque a veces los becarios no tenían mucha idea de como teníamos que proceder.  Espero que se tenga en cuenta la gran participación y compromiso de los profesores, porque han sido un apoyo excelente. Menos algunos, que venían muy de vez en cuando.  Había pocas cabinas de flujo y microoscopios.  Los protocolos son confusos, ya que no son los idénticos a los que realizamos, lo que daba pie a confusiones.  El examen final no tengo muy claro su formato, pero por ejemplo, hay procedimientos experimentales (procesos como qPCR, etc) que al no haberlos realizados durante este mes de prácticas, me cojean,  y creo que eso puede influir a la hora de interpretar experimentos en el examen.  ;;1;2;5;4;4;2;2;1;2;2;3;5;4;5;2;5;4;2;3;2;3;4;El OneNote ha funcionado bien pero se podrían probar otros sistemas como el MicrosoftTeams, o directamente el compartir un documento Word o cualquier archivo, que es más práctico a la hora de ya tenerlo en el formato final. (se puede hacer desde el documento en sí, arriba a la derecha compartir,  funciona muy bien). Al final es lo que hemos terminado usando para pasar el informa a limpio.
65900;20/12/2019 12:30:25;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo47;;1 : Biochemistry;3;5;4;2;5;5;3;3;2;2;2;5;5;4;5;5;2;5;4;5;2;2;3;4;3;4;4;1;1;3;3;3;2;2;4;4;4;4;5;2;4;4;3;4;3;4;4;4;5;La libertad de elegir una pregunta, hace que te veas obligado a conocer más sorbe el tema que vas a estudiar.;Al igual que darnos libertad para elegir nuestra pregunta biológica es un acierto, el tiempo que hemos tenido para pensar sobre esa pregutna biológica ha sido insuficiente, en el caso de que dicha pregunta no fuera ya conocida. (me refiero a que ya conocíamos cosas de SREBP, pero si la pregunta biológica se sale de la regulación básica que ya conocemos de esta proteína y de experimentos que de antemano conocemos lo que debería salir como resultados, el tiempo es insuficiente como para poder optimizar las condiciones del experimento a realizar.;No se da a conocer las limitaciones de tiempo/material que tenemos hasta que no nos ponemos a trabajar. Estaría bien que dentro de la libertad que nos dan, nos limitaran en cuanto a controles posibles, tiempo etc antes de ponernos manos a la obra.;1;3;2;2;4;3;5;5;5;4;5;5;4;3;4;4;3;2;3;5;1;3;Cada profesor interpeta de forma distinta lo que hay que incluir en cada apartado. Sobre todo en los apatrtados de Experimental DEsign y Procedure, cada profesor ha interpretado un contenido distinto con el que debíamos completar.
65885;20/12/2019 12:26:08;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo48;;5 : Flies;4;2;5;1;4;5;3;3;3;3;2;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;4;2;2;2;1;2;3;3;5;5;5;5;5;0;5;5;2;5;5;5;5;4;5;"-Aprender a trabajar en equipo y aprender que no es lo mismo que trabajar en grupo-Trabajar con estudiantes con los que antes no había tenido la oportunidad.  -Aprender a organizar el trabajo diario del laboratorio sin seguir un guion específico.  -Ver a Modesto y Juan como apoyos pero no como los guías principales de nuestro proyecto.  -Ha aumentado mi motivación por seguir una carrera investigadora.  -Ir a clase con ganas de aprender y con interés con seguir con el proyecto.  -Aprender a ayudarse entre sí siendo consciente de tus puntos fuertes y débiles.  -El buen ambiente del laboratorio no teniendo nunca miedo de hacer preguntas ni de responderlas.  -Aprender a que los resultados no siempre sean los esperados (aprender al ""fracaso"" que puede ocurrir al ejecutar un experimento)";-Algunos protocolos de moodle estaban más enfocados a otros grupos y en moscas tuvimos que rehacerlos un poco a ciegas.  -Con respecto al cuaderno, me hubiera gustado saber mejor cómo realizarlo. Creo que sería bueno en tener una clase teória sobre el modelo del cuaderno y los aspectos fundamentales que debemos plasmar en el mismo.  -No saber a qué hora te irás a casa, aunque creo que es lo que pasa en un laboratorio real....  ;;1;5;4;1;3;5;4;5;5;5;1;1;2;1;1;5;5;5;5;1;5;5;No saber muy bien al principio qué escribir en cada sección, vendría bien una clase introductoria.  
65917;20/12/2019 12:35:46;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo49;;2 : Metabolism;5;2;2;1;5;4;3;3;3;3;1;5;3;3;4;5;4;3;2;5;2;1;5;5;3;3;3;2;3;2;3;3;2;2;4;0;5;4;1;2;3;3;2;4;4;2;4;2;4;Libertad de hacer experimentos  ;Ninguno;No;1;1;4;4;5;1;1;1;4;3;2;1;2;3;4;5;3;5;3;1;3;1;One note mueve las fotos y los textos solo y a veces borra cosas que acabas de escribir
65880;20/12/2019 12:24:31;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo50;;5 : Flies;4;1;4;1;5;1;3;3;3;3;1;5;5;5;5;4;5;5;3;4;3;3;4;5;4;5;5;2;2;2;3;2;3;2;2;1;5;5;1;1;4;5;2;4;3;5;5;2;5;Se nos deja una gran libertad para diseñar nuestro experimento, lo que fomenta nuestro interés y ganas de trabajar.Es una aproximación muy similar a lo que considero que será nuestro futuro laboral.Se tratan competencias a menudo olvidadas en el plan de estudios como la creatividad para diseñar experimentosse oferta una gran cantidad de aproximaciones para llevar a cabo una investigación;Las limitaciones temporales impiden realizar correctamente muchos experimentos, y se debería hacer más enfasis en los primeros días para que el alumno sea consciente desde el primer momento de estas.;;1;5;2;3;4;5;4;4;5;4;4;4;2;2;4;5;4;4;3;4;4;5;
65888;20/12/2019 12:27:26;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo51;;2 : Metabolism;4;3;2;1;4;3;3;2;1;2;2;4;4;3;5;4;4;4;3;5;3;3;4;4;4;4;3;1;2;2;2;2;3;3;3;4;4;4;4;2;4;4;3;4;4;4;4;3;5;Lo mejor de estas prácticas ha sido sin duda el trabajo en equipo. También ha sido muy positivo que los grupos se dividieran en 5 temáticas donde se aplicaban abordajes diferentes adaptándose a las necesidades de cada grupo, porque hemos podido estudiar todos una misma ruta desde varias perspectivas. Esto nos ha permitido profundizar mucho más en la vía de SREBP. Otro de los aspectos más postivos de estas prácticas ha sido el diseño expeimetnal adpatado a cada grupo, que nos ha hecho tener que estar pendientes en todo momento de los pasos a seguir en el procedimiento experimental. Los profesores además han estado muy implicados en las prácticas.;Lo más negativo de las prácticas es que no disponíamos de todos los equipos o materiales necesarios para diseñar cualquier tipo de abordaje, en este sentido estábamos un poco más limitados. Además algunos grupos del un mismo bloque hemos realizado experimentos parecidos y nos hemos solapado en ciertas ocasiones formando un macrogrupo que se parecía más al otro modelo de prácticas, porque no teníamos tanta independencia.  ;;3;4;4;1;3;4;3;4;4;4;3;5;5;2;4;4;3;3;3;2;4;4;
65890;20/12/2019 12:27:50;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo52;;4 : Yeast;4;4;3;1;4;4;2;3;3;2;2;4;5;3;4;3;3;5;3;3;3;4;5;5;5;5;5;2;2;3;3;2;3;2;0;2;4;5;0;0;4;4;3;4;5;4;5;4;4;Tomamos conciencia de un trabajo de laboratorio más realista. Trabajamos de forma más autónoma.  ;Es un poco caótico encontrar reactivos y materiales a veces, y cuando preguntamos a los profesores no siempre se sabe. A veces se ha pasado mucho tiempo discutiendo con la clase en general (con cada grupo) en vez de con los grupos de tres y luego teníamos que hablar y poner cosas en común en el tiempo tras las clases.  ;;5;1;3;5;4;1;2;1;2;3;5;5;1;3;4;5;4;3;3;2;5;3;
65868;20/12/2019 12:19:32;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo53;;3 : Transcription;5;5;2;1;2;2;3;3;3;3;2;5;5;5;5;5;5;5;3;5;3;4;4;5;5;5;5;2;2;2;2;2;2;1;0;4;4;1;2;1;3;4;4;4;5;4;2;5;4;Me parece que está asociado a un cambio de mentalidad a la hora de trabajar en el laboratorio. Te hace darte cuenta de todo lo que conlleva un experimento a nivel, principalmente, de tiempo y trabajo previo al laboratorio.Tanto los profesores como los doctorandos en prácticas del grupo de transcripción tenían ganas de ayudar en todo momento, mucha cercanía con los alumnos, lo que crea un ambiente de trabajo muy cómodo.;Los horarios eran muy relativos, muchos días otros grupos tuvieron que quedarse hasta muy tarde. El tiempo con el que contamos para realizar los experimentos es bastante limitado.;;1;1;1;5;1;1;4;2;1;2;4;5;1;4;5;4;4;2;3;4;5;5;Lo que nos va a ayudar a la hora de hacer el cuaderno de laboratorio en el futuro no va a ser el hecho de haberlo hecho en OneNote, sino el simple hecho de haber hecho un cuaderno de laboratorio por primera vez.OneNote ha dado bastantes problemas de sincronización y procesamiento de texto, problemas a la hora de cargar imágenes y sobretodo problemas con las tablas. Es esencial cargar tablas en estas prácticas, por lo que esto ha dificultado bastante la realización del cuaderno. Además, hay cambios de formato continuos y se hace muy difícil unificar el formato del cuaderno para que quede limpio y agradable a la vista.
65889;20/12/2019 12:27:44;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo54;;4 : Yeast;2;4;4;1;4;2;3;3;3;3;2;4;4;5;5;3;4;5;3;5;4;2;3;5;4;5;3;1;2;2;2;3;2;2;0;2;4;5;0;0;4;4;3;5;3;5;5;1;4;Es un trabajo en el laboratorio más allá de seguir un protocolo. Integramos resultados con todos los equipos lo que nos permite ir más allá de nuestro experimento.;Es un caos encontrar los reactivos, Ana (técnico de laboratorio) es la única que sabe donde están las cosas. Problema de disponibilidad de anticuerpos.;;1;2;3;5;5;2;2;2;3;3;5;5;2;3;4;5;5;3;3;1;5;2;
65883;20/12/2019 12:25:41;;;BIOQUÍMICA EXPERIMENTAL AVANZADA I (Grupo 2314);;;Anónimo55;;1 : Biochemistry;2;5;3;2;2;3;3;3;3;2;3;5;5;3;5;5;4;3;3;5;2;2;2;5;5;5;1;1;2;1;2;3;3;1;2;2;4;4;4;1;2;5;4;5;4;4;4;3;5;;;;2;3;3;4;2;4;5;5;4;4;5;5;5;4;5;5;4;3;2;1;3;4;
